C4d_2015-test
aeg, juhtivus
 1865, 129389
 1866, 129409
 1867, 129415
 1868, 129404
 1869, 129410
 1870, 129418
 1871, 129391
 1872, 129398
 1873, 129390
 1874, 129384
 1875, 129413
 1876, 129392
 1877, 129367
 1878, 129387
 1879, 129392
 1880, 129410
 1881, 129378
 1882, 129380
 1883, 129377
 1884, 129396
 1885, 129384
 1886, 129384
 1887, 129381
 1888, 129376
 1889, 129374
 1890, 129355
 1891, 129440
 1892, 129365
 1893, 129370
 1894, 129358
 1895, 129371
 1896, 129386
 1897, 129358
 1898, 129385
 1899, 129359
 1900, 129366
 1901, 129349
 1902, 129398
 1903, 129389
 1904, 129359
 1905, 129365
 1906, 129347
 1907, 129370
 1908, 129327
 1909, 129379
 1910, 129335
 1911, 129367
 1912, 129363
 1913, 129330
 1914, 129336
 1915, 129324
 1916, 129336
 1917, 129359
 1918, 129359
 1919, 129339
 1920, 129365
 1921, 129337
 1922, 129310
 1923, 129334
 1924, 129351
 1925, 129356
 1926, 129316
 1927, 129332
 1928, 129357
 1929, 129356
 1930, 129346
 1931, 129331
 1932, 129343
 1933, 129332
 1934, 129372
 1935, 129325
 1936, 129351
 1937, 129314
 1938, 129317
 1939, 129339
 1940, 129305
 1941, 129322
 1942, 129322
 1943, 129317
 1944, 129317
 1945, 129321
 1946, 129305
 1947, 129331
 1948, 129355
 1949, 129325
 1950, 129307
 1951, 129312
 1952, 129328
 1953, 129296
 1954, 129323
 1955, 129329
 1956, 129279
 1957, 129315
 1958, 129316
 1959, 129333
 1960, 129321
 1961, 129318
 1962, 129313
 1963, 129337
 1964, 129312
 1965, 129325
 1966, 129325
 1967, 129317
 1968, 129304
 1969, 129300
 1970, 129308
 1971, 129320
 1972, 129291
 1973, 129297
 1974, 129277
 1975, 129266
 1976, 129311
 1977, 129287
 1978, 129291
 1979, 129288
 1980, 129292
 1981, 129288
 1982, 129285
 1983, 129270
 1984, 129306
 1985, 129268
 1986, 129301
 1987, 129254
 1988, 129285
 1989, 129263
 1990, 129295
 1991, 129305
 1992, 129272
 1993, 129298
 1994, 129292
 1995, 129293
 1996, 129273
 1997, 129296
 1998, 129289
 1999, 129294
 2000, 129308
 2001, 129275
 2002, 129271
 2003, 129247
 2004, 129259
 2005, 129270
 2006, 129276
 2007, 129270
 2008, 129260
 2009, 129260
 2010, 129280
 2011, 129254
 2012, 129244
 2013, 129242
 2014, 129247
 2015, 129247
 2016, 129245
 2017, 129265
 2018, 129254
 2019, 129255
 2020, 129271
 2021, 129261
 2022, 129231
 2023, 129249
 2024, 129221
 2025, 129248
 2026, 129272
 2027, 129241
 2028, 129214
 2029, 129272
 2030, 129219
 2031, 129251
 2032, 129217
 2033, 129236
 2034, 129273
 2035, 129259
 2036, 129213
 2037, 129238
 2038, 129261
 2039, 129228
 2040, 129248
 2041, 129250
 2042, 129255
 2043, 129263
 2044, 129232
 2045, 129264
 2046, 129219
 2047, 129239
 2048, 129239
 2049, 129250
 2050, 129243
 2051, 129222
 2052, 129245
 2053, 129223
 2054, 129243
 2055, 129194
 2056, 129254
 2057, 129233
 2058, 129239
 2059, 129224
 2060, 129211
 2061, 129206
 2062, 123171
 2063, 101461
 2064, 101493
 2065, 101460
 2066, 101466
 2067, 101471
 2068, 101450
 2069, 101454
 2070, 101441
 2071, 101436
 2072, 101438
 2073, 101437
 2074, 101451
 2075, 101446
 2076, 101441
 2077, 101431
 2078, 101445
 2079, 101414
 2080, 101444
 2081, 101441
 2082, 101453
 2083, 101385
 2084, 101424
 2085, 101419
 2086, 101396
 2087, 101385
 2088, 101426
 2089, 101372
 2090, 101411
 2091, 101418
 2092, 101402
 2093, 101389
 2094, 101397
 2095, 101378
 2096, 101409
 2097, 101364
 2098, 101410
 2099, 101388
 2100, 101355
 2101, 101371
 2102, 101374
 2103, 101356
 2104, 101343
 2105, 101338
 2106, 101356
 2107, 101364
 2108, 101329
 2109, 101325
 2110, 101356
 2111, 101319
 2112, 101333
 2113, 101321
 2114, 101340
 2115, 101370
 2116, 101348
 2117, 101268
 2118, 101336
 2119, 101330
 2120, 101295
 2121, 101325
 2122, 101283
 2123, 101304
 2124, 101319
 2125, 101284
 2126, 101321
 2127, 101263
 2128, 101293
 2129, 101280
 2130, 101293
 2131, 101250
 2132, 101274
 2133, 101281
 2134, 101312
 2135, 101261
 2136, 101255
 2137, 101245
 2138, 101279
 2139, 101248
 2140, 101252
 2141, 101216
 2142, 101266
 2143, 101252
 2144, 101213
 2145, 101219
 2146, 101244
 2147, 101216
 2148, 101236
 2149, 101161
 2150, 101220
 2151, 101213
 2152, 101198
 2153, 101221
 2154, 101225
 2155, 101228
 2156, 101237
 2157, 101176
 2158, 101252
 2159, 101225
 2160, 101208
 2161, 101183
 2162, 101181
 2163, 101215
 2164, 101186
 2165, 101213
 2166, 101173
 2167, 101179
 2168, 101163
 2169, 101181
 2170, 101145
 2171, 101177
 2172, 101147
 2173, 101155
 2174, 101155
 2175, 101156
 2176, 101137
 2177, 101159
 2178, 101123
 2179, 101175
 2180, 101133
 2181, 101142
 2182, 101120
 2183, 101138
 2184, 101143
 2185, 101166
 2186, 101093
 2187, 101136
 2188, 101101
 2189, 101111
 2190, 101096
 2191, 101110
 2192, 101073
 2193, 101090
 2194, 101094
 2195, 101083
 2196, 101084
 2197, 101102
 2198, 101079
 2199, 101102
 2200, 101070
 2201, 101099
 2202, 101061
 2203, 101065
 2204, 101087
 2205, 101095
 2206, 101036
 2207, 101036
 2208, 101045
 2209, 101095
 2210, 101062
 2211, 101040
 2212, 101055
 2213, 101054
 2214, 101034
 2215, 101028
 2216, 101077
 2217, 101013
 2218, 101033
 2219, 100996
 2220, 101036
 2221, 101029
 2222, 101028
 2223, 101002
 2224, 101012
 2225, 100996
 2226, 101016
 2227, 100980
 2228, 100987
 2229, 100970
 2230, 101005
 2231, 100950
 2232, 100998
 2233, 100959
 2234, 100991
 2235, 100986
 2236, 101022
 2237, 100952
 2238, 100976
 2239, 100971
 2240, 100979
 2241, 100971
 2242, 101004
 2243, 100945
 2244, 100960
 2245, 100927
 2246, 100967
 2247, 100939
 2248, 100959
 2249, 100919
 2250, 100949
 2251, 100941
 2252, 100931
 2253, 100926
 2254, 100949
 2255, 100953
 2256, 100900
 2257, 100928
 2258, 100889
 2259, 100946
 2260, 100901
 2261, 100919
 2262, 100890
 2263, 100915
 2264, 100863
 2265, 100926
 2266, 100913
 2267, 100916
 2268, 100899
 2269, 100896
 2270, 100893
 2271, 100916
 2272, 100881
 2273, 100900
 2274, 100866
 2275, 100897
 2276, 100874
 2277, 100882
 2278, 100870
 2279, 100860
 2280, 100855
 2281, 100830
 2282, 100849
 2283, 100873
 2284, 100809
 2285, 100865
 2286, 100862
 2287, 100846
 2288, 100836
 2289, 100832
 2290, 100823
 2291, 100829
 2292, 100819
 2293, 100838
 2294, 100806
 2295, 100818
 2296, 100822
 2297, 100806
 2298, 100803
 2299, 100798
 2300, 100811
 2301, 100798
 2302, 100797
 2303, 100803
 2304, 100799
 2305, 100791
 2306, 100794
 2307, 100774
 2308, 100790
 2309, 100796
 2310, 100727
 2311, 100758
 2312, 100767
 2313, 100753
 2314, 100798
 2315, 100753
 2316, 100728
 2317, 100751
 2318, 100753
 2319, 100723
 2320, 100760
 2321, 100730
 2322, 100738
 2323, 100718
 2324, 100738
 2325, 100724
 2326, 100747
 2327, 100730
 2328, 100719
 2329, 100690
 2330, 100707
 2331, 100693
 2332, 100696
 2333, 100692
 2334, 100718
 2335, 100687
 2336, 100670
 2337, 100707
 2338, 100690
 2339, 100673
 2340, 100707
 2341, 100675
 2342, 100681
 2343, 100662
 2344, 100663
 2345, 100653
 2346, 100689
 2347, 100677
 2348, 100668
 2349, 100664
 2350, 100640
 2351, 100647
 2352, 100633
 2353, 100669
 2354, 100608
 2355, 100657
 2356, 100637
 2357, 100637
 2358, 100628
 2359, 100634
 2360, 100609
 2361, 100632
 2362, 100631
 2363, 100638
 2364, 100593
 2365, 100604
 2366, 100601
 2367, 100601
 2368, 100599
 2369, 100608
 2370, 100580
 2371, 100609
 2372, 100577
 2373, 100589
 2374, 100563
 2375, 100566
 2376, 100590
 2377, 100590
 2378, 100542
 2379, 100595
 2380, 100580
 2381, 100583
 2382, 100547
 2383, 100591
 2384, 100521
 2385, 100546
 2386, 100523
 2387, 100588
 2388, 100511
 2389, 100531
 2390, 100541
 2391, 100532
 2392, 100550
 2393, 100531
 2394, 100567
 2395, 100500
 2396, 100542
 2397, 100493
 2398, 100544
 2399, 100515
 2400, 100533
 2401, 100515
 2402, 100519
 2403, 100486
 2404, 100545
 2405, 100489
 2406, 100516
 2407, 100503
 2408, 100495
 2409, 100467
 2410, 100486
 2411, 100502
 2412, 100487
 2413, 100474
 2414, 100487
 2415, 100461
 2416, 100499
 2417, 100430
 2418, 100490
 2419, 100416
 2420, 100468
 2421, 100454
 2422, 100501
 2423, 100449
 2424, 100478
 2425, 100428
 2426, 100459
 2427, 100437
 2428, 100475
 2429, 100412
 2430, 100493
 2431, 100425
 2432, 100462
 2433, 100429
 2434, 100443
 2435, 100437
 2436, 100413
 2437, 100416
 2438, 100439
 2439, 100407
 2440, 100434
 2441, 100376
 2442, 100387
 2443, 100391
 2444, 100391
 2445, 100397
 2446, 100395
 2447, 100368
 2448, 100395
 2449, 100361
 2450, 100352
 2451, 100379
 2452, 100396
 2453, 100382
 2454, 100402
 2455, 100350
 2456, 100382
 2457, 100363
 2458, 100372
 2459, 100340
 2460, 100375
 2461, 100355
 2462, 100371
 2463, 100355
 2464, 100348
 2465, 100352
 2466, 100363
 2467, 100305
 2468, 100360
 2469, 100303
 2470, 100334
 2471, 100300
 2472, 100341
 2473, 100301
 2474, 100325
 2475, 100306
 2476, 100314
 2477, 100314
 2478, 100319
 2479, 100304
 2480, 100279
 2481, 100300
 2482, 100285
 2483, 100319
 2484, 100269
 2485, 100288
 2486, 100312
 2487, 100310
 2488, 100312
 2489, 100278
 2490, 100275
 2491, 100275
 2492, 100271
 2493, 100219
 2494, 100308
 2495, 100267
 2496, 100238
 2497, 100258
 2498, 100260
 2499, 100239
 2500, 100262
 2501, 100213
 2502, 100249
 2503, 100231
 2504, 100274
 2505, 100225
 2506, 100241
 2507, 100226
 2508, 100239
 2509, 100227
 2510, 100231
 2511, 100190
 2512, 100226
 2513, 100205
 2514, 100235
 2515, 100191
 2516, 100209
 2517, 100219
 2518, 100216
 2519, 100189
 2520, 100196
 2521, 100189
 2522, 91540
 2523, 115980
 2524, 116837
 2525, 116831
 2526, 116849
 2527, 116852
 2528, 116850
 2529, 116859
 2530, 116852
 2531, 116823
 2532, 116851
 2533, 116845
 2534, 116874
 2535, 116868
 2536, 116824
 2537, 116828
 2538, 116849
 2539, 116815
 2540, 116840
 2541, 116797
 2542, 116844
 2543, 116804
 2544, 116835
 2545, 116818
 2546, 116817
 2547, 116814
 2548, 116824
 2549, 116771
 2550, 116796
 2551, 116840
 2552, 116827
 2553, 116808
 2554, 116819
 2555, 116821
 2556, 116824
 2557, 116756
 2558, 116778
 2559, 116781
 2560, 116826
 2561, 116789
 2562, 116796
 2563, 116781
 2564, 116818
 2565, 116767
 2566, 116797
 2567, 116800
 2568, 116754
 2569, 116748
 2570, 116774
 2571, 116811
 2572, 116804
 2573, 116747
 2574, 116774
 2575, 116765
 2576, 116759
 2577, 116813
 2578, 116746
 2579, 116772
 2580, 116751
 2581, 116791
 2582, 116758
 2583, 116765
 2584, 116725
 2585, 116772
 2586, 116771
 2587, 116768
 2588, 116716
 2589, 116755
 2590, 116748
 2591, 116794
 2592, 116771
 2593, 116731
 2594, 116770
 2595, 116754
 2596, 116762
 2597, 116718
 2598, 116751
 2599, 116786
 2600, 116727
 2601, 116717
 2602, 116696
 2603, 116741
 2604, 116692
 2605, 116740
 2606, 116698
 2607, 116735
 2608, 116711
 2609, 116712
 2610, 116714
 2611, 116753
 2612, 116684
 2613, 116713
 2614, 116719
 2615, 116729
 2616, 116704
 2617, 116683
 2618, 116736
 2619, 116707
 2620, 116719
 2621, 116681
 2622, 116720
 2623, 116680
 2624, 116704
 2625, 116683
 2626, 116708
 2627, 116675
 2628, 116709
 2629, 116669
 2630, 116697
 2631, 116678
 2632, 116696
 2633, 116669
 2634, 116682
 2635, 116679
 2636, 116679
 2637, 116653
 2638, 116694
 2639, 116659
 2640, 116687
 2641, 116627
 2642, 116681
 2643, 116632
 2644, 116662
 2645, 116657
 2646, 116656
 2647, 116655
 2648, 116637
 2649, 116641
 2650, 116660
 2651, 116649
 2652, 116638
 2653, 116635
 2654, 116643
 2655, 116659
 2656, 116663
 2657, 116649
 2658, 116649
 2659, 116656
 2660, 116671
 2661, 116631
 2662, 116664
 2663, 116622
 2664, 116657
 2665, 116628
 2666, 116625
 2667, 116604
 2668, 116617
 2669, 116664
 2670, 116597
 2671, 116589
 2672, 116600
 2673, 116617
 2674, 116602
 2675, 116626
 2676, 116588
 2677, 116619
 2678, 116621
 2679, 116617
 2680, 116571
 2681, 116630
 2682, 116597
 2683, 116624
 2684, 116584
 2685, 116604
 2686, 116593
 2687, 116625
 2688, 116591
 2689, 116595
 2690, 116567
 2691, 116598
 2692, 116601
 2693, 116590
 2694, 116578
 2695, 116573
 2696, 116588
 2697, 116627
 2698, 116588
 2699, 116567
 2700, 116565
 2701, 116574
 2702, 116562
 2703, 116570
 2704, 116546
 2705, 116578
 2706, 116550
 2707, 116574
 2708, 116547
 2709, 116596
 2710, 116537
 2711, 116507
 2712, 116575
 2713, 116570
 2714, 116607
 2715, 116550
 2716, 116555
 2717, 116533
 2718, 116546
 2719, 116550
 2720, 116573
 2721, 116526
 2722, 116561
 2723, 116541
 2724, 116551
 2725, 116546
 2726, 116535
 2727, 116548
 2728, 116535
 2729, 116533
 2730, 116544
 2731, 116516
 2732, 116538
 2733, 116524
 2734, 116526
 2735, 116521
 2736, 116552
 2737, 116499
 2738, 116529
 2739, 116523
 2740, 116554
 2741, 116508
 2742, 116484
 2743, 116533
 2744, 116556
 2745, 116503
 2746, 116508
 2747, 116491
 2748, 116485
 2749, 116493
 2750, 116529
 2751, 116483
 2752, 116510
 2753, 116488
 2754, 116497
 2755, 116522
 2756, 116527
 2757, 116515
 2758, 116499
 2759, 116525
 2760, 116489
 2761, 116494
 2762, 116480
 2763, 116491
 2764, 116491
 2765, 116539
 2766, 116456
 2767, 116499
 2768, 116451
 2769, 116510
 2770, 116453
 2771, 116489
 2772, 116459
 2773, 116508
 2774, 116447
 2775, 116476
 2776, 116460
 2777, 116469
 2778, 116470
 2779, 116492
 2780, 116440
 2781, 116435
 2782, 116447
 2783, 116474
 2784, 116430
 2785, 116456
 2786, 116430
 2787, 116458
 2788, 116433
 2789, 116464
 2790, 116430
 2791, 116466
 2792, 116439
 2793, 116461
 2794, 116483
 2795, 116453
 2796, 116428
 2797, 116453
 2798, 116420
 2799, 116447
 2800, 116415
 2801, 116439
 2802, 116433
 2803, 116442
 2804, 116417
 2805, 116381
 2806, 116428
 2807, 116406
 2808, 116420
 2809, 116436
 2810, 116430
 2811, 116396
 2812, 116438
 2813, 116390
 2814, 116412
 2815, 116408
 2816, 116414
 2817, 116403
 2818, 116410
 2819, 116379
 2820, 116423
 2821, 116416
 2822, 116418
 2823, 116363
 2824, 116444
 2825, 116413
 2826, 116398
 2827, 116379
 2828, 116376
 2829, 116354
 2830, 116395
 2831, 116375
 2832, 116388
 2833, 116363
 2834, 116390
 2835, 116409
 2836, 116385
 2837, 116368
 2838, 116399
 2839, 116368
 2840, 116368
 2841, 116392
 2842, 116394
 2843, 116375
 2844, 116336
 2845, 116381
 2846, 116362
 2847, 116375
 2848, 116363
 2849, 116387
 2850, 116364
 2851, 116360
 2852, 116371
 2853, 116364
 2854, 116366
 2855, 116309
 2856, 116388
 2857, 116339
 2858, 116347
 2859, 116336
 2860, 116333
 2861, 116332
 2862, 116371
 2863, 116344
 2864, 116343
 2865, 116310
 2866, 116335
 2867, 116334
 2868, 116327
 2869, 116315
 2870, 116332
 2871, 116311
 2872, 116352
 2873, 116324
 2874, 116333
 2875, 116307
 2876, 116346
 2877, 116310
 2878, 116352
 2879, 116327
 2880, 82629
 2881, 82420
 2882, 82418
 2883, 82336
 2884, 82350
 2885, 82343
 2886, 82376
 2887, 82365
 2888, 82359
 2889, 82343
 2890, 82363
 2891, 82354
 2892, 82384
 2893, 82348
 2894, 82374
 2895, 82356
 2896, 82346
 2897, 82339
 2898, 82368
 2899, 82374
 2900, 82327
 2901, 82353
 2902, 82336
 2903, 82336
 2904, 82357
 2905, 82338
 2906, 82321
 2907, 82373
 2908, 82308
 2909, 82326
 2910, 82326
 2911, 82312
 2912, 82317
 2913, 82306
 2914, 82327
 2915, 82317
 2916, 82301
 2917, 82295
 2918, 82279
 2919, 82280
 2920, 82277
 2921, 82303
 2922, 82245
 2923, 82312
 2924, 82305
 2925, 82278
 2926, 82276
 2927, 82242
 2928, 82280
 2929, 82247
 2930, 82290
 2931, 82240
 2932, 82268
 2933, 82222
 2934, 82258
 2935, 82256
 2936, 82257
 2937, 82272
 2938, 82263
 2939, 82243
 2940, 82234
 2941, 82247
 2942, 82264
 2943, 82203
 2944, 82228
 2945, 82234
 2946, 82244
 2947, 82202
 2948, 82265
 2949, 82210
 2950, 82228
 2951, 82244
 2952, 82215
 2953, 82240
 2954, 82189
 2955, 82246
 2956, 82228
 2957, 82153
 2958, 82164
 2959, 82198
 2960, 82203
 2961, 82204
 2962, 82211
 2963, 82182
 2964, 82217
 2965, 82166
 2966, 82213
 2967, 82141
 2968, 82166
 2969, 82188
 2970, 82167
 2971, 82129
 2972, 82176
 2973, 82182
 2974, 82181
 2975, 82140
 2976, 82158
 2977, 82171
 2978, 82159
 2979, 82165
 2980, 82148
 2981, 82127
 2982, 82137
 2983, 82120
 2984, 82095
 2985, 82113
 2986, 82120
 2987, 82149
 2988, 82156
 2989, 82135
 2990, 82103
 2991, 82121
 2992, 82113
 2993, 82140
 2994, 82123
 2995, 82134
 2996, 82105
 2997, 82140
 2998, 82105
 2999, 82135
 3000, 82108
 3001, 82115
 3002, 82109
 3003, 82109
 3004, 82060
 3005, 82114
 3006, 82073
 3007, 82102
 3008, 82091
 3009, 82070
 3010, 82067
 3011, 82080
 3012, 82045
 3013, 82093
 3014, 82072
 3015, 82051
 3016, 82066
 3017, 82058
 3018, 82051
 3019, 82074
 3020, 82061
 3021, 82053
 3022, 82064
 3023, 82048
 3024, 82033
 3025, 82047
 3026, 82031
 3027, 82041
 3028, 82031
 3029, 82027
 3030, 82011
 3031, 81988
 3032, 82023
 3033, 82010
 3034, 82035
 3035, 82010
 3036, 81982
 3037, 81974
 3038, 82025
 3039, 81988
 3040, 81996
 3041, 81959
 3042, 82012
 3043, 82009
 3044, 81996
 3045, 81964
 3046, 81997
 3047, 81996
 3048, 81976
 3049, 81978
 3050, 81968
 3051, 81963
 3052, 81979
 3053, 81938
 3054, 81975
 3055, 81996
 3056, 82005
 3057, 81939
 3058, 81979
 3059, 81912
 3060, 81922
 3061, 81951
 3062, 81962
 3063, 81945
 3064, 81957
 3065, 81968
 3066, 81946
 3067, 81908
 3068, 81921
 3069, 81924
 3070, 81950
 3071, 81908
 3072, 81919
 3073, 81923
 3074, 81905
 3075, 81944
 3076, 81893
 3077, 81935
 3078, 81886
 3079, 81915
 3080, 81873
 3081, 81863
 3082, 81910
 3083, 81912
 3084, 81897
 3085, 81890
 3086, 81877
 3087, 81861
 3088, 81889
 3089, 81905
 3090, 81868
 3091, 81892
 3092, 81884
 3093, 81874
 3094, 81858
 3095, 81854
 3096, 81878
 3097, 81872
 3098, 81841
 3099, 81885
 3100, 81845
 3101, 81866
 3102, 81856
 3103, 81853
 3104, 81858
 3105, 81857
 3106, 81831
 3107, 81879
 3108, 81838
 3109, 81849
 3110, 81816
 3111, 81851
 3112, 81816
 3113, 81867
 3114, 81798
 3115, 81787
 3116, 81821
 3117, 81839
 3118, 81843
 3119, 81805
 3120, 81833
 3121, 81788
 3122, 81825
 3123, 81775
 3124, 81817
 3125, 81799
 3126, 81759
 3127, 81768
 3128, 81765
 3129, 81777
 3130, 81801
 3131, 81773
 3132, 81837
 3133, 81783
 3134, 81771
 3135, 81761
 3136, 81782
 3137, 81748
 3138, 81764
 3139, 81765
 3140, 81793
 3141, 81765
 3142, 81790
 3143, 81747
 3144, 81728
 3145, 81761
 3146, 81758
 3147, 81764
 3148, 81765
 3149, 81745
 3150, 81746
 3151, 81711
 3152, 81715
 3153, 81715
 3154, 81736
 3155, 81692
 3156, 81681
 3157, 81678
 3158, 81745
 3159, 81710
 3160, 81704
 3161, 81713
 3162, 81703
 3163, 81682
 3164, 81715
 3165, 81684
 3166, 81693
 3167, 81707
 3168, 81699
 3169, 81711
 3170, 81666
 3171, 81700
 3172, 81678
 3173, 81686
 3174, 81661
 3175, 81680
 3176, 81677
 3177, 81635
 3178, 81657
 3179, 81673
 3180, 81661
 3181, 81660
 3182, 81674
 3183, 81650
 3184, 81642
 3185, 81653
 3186, 81622
 3187, 81652
 3188, 81615
 3189, 81654
 3190, 81620
 3191, 81668
 3192, 81612
 3193, 81638
 3194, 81585
 3195, 81615
 3196, 81610
 3197, 81607
 3198, 81627
 3199, 81667
 3200, 81596
 3201, 81624
 3202, 81588
 3203, 81609
 3204, 81603
 3205, 81606
 3206, 81549
 3207, 81598
 3208, 81582
 3209, 81588
 3210, 81591
 3211, 81566
 3212, 81576
 3213, 81575
 3214, 81609
 3215, 81552
 3216, 81608
 3217, 81598
 3218, 81618
 3219, 81568
 3220, 81608
 3221, 81586
 3222, 81593
 3223, 81549
 3224, 81550
 3225, 81537
 3226, 81559
 3227, 81543
 3228, 81554
 3229, 81547
 3230, 81525
 3231, 81512
 3232, 81556
 3233, 81516
 3234, 81567
 3235, 81511
 3236, 81552
 3237, 81515
 3238, 81547
 3239, 81514
 3240, 81543
 3241, 81467
 3242, 81534
 3243, 81545
 3244, 81555
 3245, 90619
 3246, 115530
 3247, 115543
 3248, 115516
 3249, 115525
 3250, 115539
 3251, 115513
 3252, 115532
 3253, 115499
 3254, 115543
 3255, 115521
 3256, 115551
 3257, 115509
 3258, 115527
 3259, 115513
 3260, 115530
 3261, 115533
 3262, 115544
 3263, 115512
 3264, 115511
 3265, 115542
 3266, 115532
 3267, 115485
 3268, 115520
 3269, 115482
 3270, 115514
 3271, 115478
 3272, 115518
 3273, 115491
 3274, 115514
 3275, 115505
 3276, 115481
 3277, 115456
 3278, 115492
 3279, 115503
 3280, 115520
 3281, 115465
 3282, 115495
 3283, 115481
 3284, 115482
 3285, 115469
 3286, 115478
 3287, 115466
 3288, 115513
 3289, 115448
 3290, 115470
 3291, 115471
 3292, 115492
 3293, 115466
 3294, 115493
 3295, 115465
 3296, 115427
 3297, 115497
 3298, 115460
 3299, 115479
 3300, 115468
 3301, 115463
 3302, 115493
 3303, 115453
 3304, 115442
 3305, 115449
 3306, 115458
 3307, 115481
 3308, 115442
 3309, 115450
 3310, 115444
 3311, 115413
 3312, 115469
 3313, 115441
 3314, 115476
 3315, 115458
 3316, 115449
 3317, 115390
 3318, 115468
 3319, 115423
 3320, 115470
 3321, 115422
 3322, 115441
 3323, 115420
 3324, 115449
 3325, 115436
 3326, 115455
 3327, 115427
 3328, 115445
 3329, 115431
 3330, 115430
 3331, 115404
 3332, 115446
 3333, 115396
 3334, 115400
 3335, 115399
 3336, 115446
 3337, 115420
 3338, 115395
 3339, 115402
 3340, 115432
 3341, 115397
 3342, 115404
 3343, 115390
 3344, 115374
 3345, 115378
 3346, 115392
 3347, 115381
 3348, 115398
 3349, 115365
 3350, 115374
 3351, 115389
 3352, 115379
 3353, 115361
 3354, 115394
 3355, 115332
 3356, 115369
 3357, 115348
 3358, 115378
 3359, 115351
 3360, 115384
 3361, 115362
 3362, 115359
 3363, 115371
 3364, 115372
 3365, 115355
 3366, 115373
 3367, 115360
 3368, 115387
 3369, 115388
 3370, 115319
 3371, 115346
 3372, 115371
 3373, 115323
 3374, 115348
 3375, 115349
 3376, 115357
 3377, 115337
 3378, 115346
 3379, 115328
 3380, 115335
 3381, 115330
 3382, 115330
 3383, 115322
 3384, 115357
 3385, 115317
 3386, 115328
 3387, 115310
 3388, 115334
 3389, 115323
 3390, 115333
 3391, 115333
 3392, 115296
 3393, 115326
 3394, 115299
 3395, 115305
 3396, 115301
 3397, 115334
 3398, 115318
 3399, 115320
 3400, 115277
 3401, 115310
 3402, 115292
 3403, 115317
 3404, 115275
 3405, 115315
 3406, 115296
 3407, 115318
 3408, 115273
 3409, 115308
 3410, 115300
 3411, 115296
 3412, 115297
 3413, 115279
 3414, 115293
 3415, 115318
 3416, 115272
 3417, 115312
 3418, 115298
 3419, 115281
 3420, 115300
 3421, 115304
 3422, 115307
 3423, 115302
 3424, 115262
 3425, 115261
 3426, 115260
 3427, 115284
 3428, 115251
 3429, 115296
 3430, 115292
 3431, 115278
 3432, 115268
 3433, 115263
 3434, 115258
 3435, 115249
 3436, 115267
 3437, 115284
 3438, 115270
 3439, 115256
 3440, 115271
 3441, 115266
 3442, 115238
 3443, 115223
 3444, 115235
 3445, 115223
 3446, 115238
 3447, 115202
 3448, 115297
 3449, 115218
 3450, 115273
 3451, 115240
 3452, 115252
 3453, 115233
 3454, 115251
 3455, 115225
 3456, 115273
 3457, 115206
 3458, 115238
 3459, 115186
 3460, 115238
 3461, 115202
 3462, 115215
 3463, 115235
 3464, 115235
 3465, 115190
 3466, 115216
 3467, 115215
 3468, 115234
 3469, 115233
 3470, 115225
 3471, 115198
 3472, 115228
 3473, 115219
 3474, 115203
 3475, 115227
 3476, 115200
 3477, 115217
 3478, 115220
 3479, 115186
 3480, 115194
 3481, 115188
 3482, 115213
 3483, 115183
 3484, 115166
 3485, 115223
 3486, 115171
 3487, 115190
 3488, 115170
 3489, 115198
 3490, 115196
 3491, 115199
 3492, 115204
 3493, 115197
 3494, 115153
 3495, 115160
 3496, 115148
 3497, 115169
 3498, 115174
 3499, 115201
 3500, 115173
 3501, 115180
 3502, 115143
 3503, 115156
 3504, 115148
 3505, 115131
 3506, 115172
 3507, 115165
 3508, 115166
 3509, 115163
 3510, 115148
 3511, 115175
 3512, 115181
 3513, 115182
 3514, 115129
 3515, 115170
 3516, 115166
 3517, 115159
 3518, 115137
 3519, 115169
 3520, 115106
 3521, 115164
 3522, 115119
 3523, 115159
 3524, 115137
 3525, 115188
 3526, 115140
 3527, 115113
 3528, 115161
 3529, 115128
 3530, 115147
 3531, 115114
 3532, 115144
 3533, 115117
 3534, 115092
 3535, 115090
 3536, 115139
 3537, 115118
 3538, 115123
 3539, 115084
 3540, 115132
 3541, 115128
 3542, 115109
 3543, 115110
 3544, 115120
 3545, 115131
 3546, 115153
 3547, 115148
 3548, 115075
 3549, 115096
 3550, 115123
 3551, 115065
 3552, 115069
 3553, 115081
 3554, 115098
 3555, 115096
 3556, 115115
 3557, 115077
 3558, 115096
 3559, 115081
 3560, 115100
 3561, 115076
 3562, 115108
 3563, 115081
 3564, 115128
 3565, 115063
 3566, 115095
 3567, 115068
 3568, 115103
 3569, 115047
 3570, 115072
 3571, 115071
 3572, 115090
 3573, 115094
 3574, 115040
 3575, 115121
 3576, 115087
 3577, 115080
 3578, 115062
 3579, 115080
 3580, 115061
 3581, 115099
 3582, 115058
 3583, 115090
 3584, 115066
 3585, 115076
 3586, 115048
 3587, 115069
 3588, 115049
 3589, 115048
 3590, 115040
 3591, 115078
 3592, 115043
 3593, 115060
 3594, 115031
 3595, 115050
 3596, 115052
 3597, 115046
 3598, 115048
 3599, 115048
 3600, 115019
 3601, 115042
 3602, 115020
 3603, 115050
 3604, 114977
 3605, 115038
 3606, 115037
 3607, 115004
 3608, 115027
 3609, 115068
 3610, 114989
 3611, 115023
