C4d_2015-test
aeg, juhtivus
 747, 95895
 748, 95900
 749, 95888
 750, 95925
 751, 95897
 752, 95883
 753, 95876
 754, 95917
 755, 95897
 756, 95917
 757, 95863
 758, 95911
 759, 95852
 760, 95865
 761, 95854
 762, 95900
 763, 95900
 764, 95895
 765, 95864
 766, 95892
 767, 95867
 768, 95869
 769, 95830
 770, 95871
 771, 95855
 772, 95878
 773, 95854
 774, 95886
 775, 95841
 776, 95887
 777, 95845
 778, 95840
 779, 95845
 780, 95851
 781, 95812
 782, 95826
 783, 95891
 784, 95825
 785, 95847
 786, 95853
 787, 95887
 788, 95789
 789, 95883
 790, 95838
 791, 95851
 792, 95820
 793, 95822
 794, 95810
 795, 95814
 796, 95824
 797, 95803
 798, 95801
 799, 95839
 800, 95796
 801, 95829
 802, 95804
 803, 95849
 804, 95770
 805, 95836
 806, 95801
 807, 95840
 808, 95803
 809, 95828
 810, 95797
 811, 95827
 812, 95799
 813, 95808
 814, 95773
 815, 95839
 816, 95798
 817, 95777
 818, 95780
 819, 95791
 820, 95793
 821, 95820
 822, 95757
 823, 95802
 824, 95779
 825, 95769
 826, 95773
 827, 95747
 828, 95812
 829, 95771
 830, 95801
 831, 95747
 832, 95810
 833, 95780
 834, 95792
 835, 95743
 836, 95785
 837, 95758
 838, 95763
 839, 95760
 840, 95779
 841, 95744
 842, 95771
 843, 95735
 844, 95791
 845, 95751
 846, 95794
 847, 95737
 848, 95769
 849, 95752
 850, 95758
 851, 95742
 852, 95784
 853, 95742
 854, 95748
 855, 95709
 856, 95754
 857, 95730
 858, 95754
 859, 95741
 860, 95752
 861, 95745
 862, 95732
 863, 95738
 864, 95726
 865, 95733
 866, 95762
 867, 95738
 868, 95711
 869, 95762
 870, 95743
 871, 95764
 872, 95722
 873, 95746
 874, 95696
 875, 95727
 876, 95715
 877, 95738
 878, 95677
 879, 95737
 880, 95690
 881, 95724
 882, 95669
 883, 95742
 884, 95702
 885, 95697
 886, 95696
 887, 95733
 888, 95695
 889, 95734
 890, 95717
 891, 95716
 892, 95690
 893, 95701
 894, 95653
 895, 95693
 896, 95671
 897, 95694
 898, 95688
 899, 95707
 900, 95654
 901, 95669
 902, 95675
 903, 95685
 904, 95653
 905, 95669
 906, 95659
 907, 95691
 908, 95666
 909, 95663
 910, 95661
 911, 95662
 912, 95633
 913, 95691
 914, 95691
 915, 95699
 916, 95665
 917, 95664
 918, 95649
 919, 95688
 920, 95628
 921, 95667
 922, 95648
 923, 95653
 924, 95651
 925, 95676
 926, 95637
 927, 95655
 928, 95643
 929, 95672
 930, 95634
 931, 95661
 932, 95636
 933, 95641
 934, 95609
 935, 95699
 936, 95610
 937, 95675
 938, 95650
 939, 95636
 940, 95646
 941, 95673
 942, 95627
 943, 95649
 944, 95622
 945, 95664
 946, 95631
 947, 95620
 948, 95584
 949, 95619
 950, 95605
 951, 95656
 952, 95593
 953, 95629
 954, 95611
 955, 95628
 956, 95644
 957, 95591
 958, 95613
 959, 95571
 960, 95639
 961, 95600
 962, 95578
 963, 95610
 964, 95572
 965, 95621
 966, 95574
 967, 95621
 968, 95582
 969, 95607
 970, 95599
 971, 95599
 972, 95544
 973, 95581
 974, 95582
 975, 95609
 976, 95588
 977, 95577
 978, 95571
 979, 95592
 980, 95582
 981, 95606
 982, 95592
 983, 95592
 984, 95585
 985, 95563
 986, 95552
 987, 95568
 988, 95575
 989, 95597
 990, 95572
 991, 95581
 992, 95551
 993, 95543
 994, 95534
 995, 95570
 996, 95545
 997, 95603
 998, 95549
 999, 95557
 1000, 95554
 1001, 95560
 1002, 95566
 1003, 95533
 1004, 95592
 1005, 95550
 1006, 95557
 1007, 95539
 1008, 95549
 1009, 95540
 1010, 95572
 1011, 95545
 1012, 95568
 1013, 95574
 1014, 95569
 1015, 95496
 1016, 95533
 1017, 95545
 1018, 95543
 1019, 95513
 1020, 95546
 1021, 95518
 1022, 95537
 1023, 95517
 1024, 95547
 1025, 95513
 1026, 95523
 1027, 95489
 1028, 95544
 1029, 95494
 1030, 95522
 1031, 95500
 1032, 95526
 1033, 95510
 1034, 95568
 1035, 95488
 1036, 95504
 1037, 95495
 1038, 95519
 1039, 95501
 1040, 95517
 1041, 95485
 1042, 95527
 1043, 95493
 1044, 95482
 1045, 95472
 1046, 95515
 1047, 95476
 1048, 95520
 1049, 95514
 1050, 95492
 1051, 95475
 1052, 95467
 1053, 95509
 1054, 95472
 1055, 95493
 1056, 95462
 1057, 95510
 1058, 95438
 1059, 95493
 1060, 95461
 1061, 95480
 1062, 95454
 1063, 95468
 1064, 95470
 1065, 95470
 1066, 95441
 1067, 95486
 1068, 95447
 1069, 95477
 1070, 95480
 1071, 95477
 1072, 95467
 1073, 95493
 1074, 95437
 1075, 95488
 1076, 95465
 1077, 95460
 1078, 95441
 1079, 95457
 1080, 95443
 1081, 95463
 1082, 95406
 1083, 95427
 1084, 95444
 1085, 95466
 1086, 95433
 1087, 95429
 1088, 95445
 1089, 95456
 1090, 95440
 1091, 95434
 1092, 95454
 1093, 95390
 1094, 95429
 1095, 95388
 1096, 95428
 1097, 95383
 1098, 95454
 1099, 95425
 1100, 95439
 1101, 95423
 1102, 95413
 1103, 95423
 1104, 95464
 1105, 95421
 1106, 95413
 1107, 95382
 1108, 95415
 1109, 95413
 1110, 95419
 1111, 95371
 1112, 95393
 1113, 95375
 1114, 95414
 1115, 95394
 1116, 95402
 1117, 95368
 1118, 95417
 1119, 95391
 1120, 95433
 1121, 95402
 1122, 95412
 1123, 95402
 1124, 95419
 1125, 95334
 1126, 95401
 1127, 95370
 1128, 95376
 1129, 95400
 1130, 95393
 1131, 95399
 1132, 95383
 1133, 95366
 1134, 95381
 1135, 95331
 1136, 95392
 1137, 95334
 1138, 95354
 1139, 95360
 1140, 95376
 1141, 95351
 1142, 95348
 1143, 95372
 1144, 95387
 1145, 95321
 1146, 95383
 1147, 95339
 1148, 95379
 1149, 95324
 1150, 95371
 1151, 95324
 1152, 95361
 1153, 95335
 1154, 95358
 1155, 95330
 1156, 95367
 1157, 95315
 1158, 95333
 1159, 95343
 1160, 95368
 1161, 95317
 1162, 95328
 1163, 95331
 1164, 95380
 1165, 95302
 1166, 95374
 1167, 95313
 1168, 95348
 1169, 95308
 1170, 95364
 1171, 95288
 1172, 95301
 1173, 95317
 1174, 95345
 1175, 95299
 1176, 95350
 1177, 95328
 1178, 95322
 1179, 95298
 1180, 95329
 1181, 95292
 1182, 95325
 1183, 95303
 1184, 95311
 1185, 95313
 1186, 95303
 1187, 95300
 1188, 95315
 1189, 95248
 1190, 95319
 1191, 95284
 1192, 95339
 1193, 95262
 1194, 95294
 1195, 95282
 1196, 95287
 1197, 95291
 1198, 95281
 1199, 95280
 1200, 95302
 1201, 95304
 1202, 95309
 1203, 95286
 1204, 95306
 1205, 95283
 1206, 95276
 1207, 95264
 1208, 95288
 1209, 95288
 1210, 95285
 1211, 95254
 1212, 95258
 1213, 95278
 1214, 95263
 1215, 95275
 1216, 95281
 1217, 95245
 1218, 95290
 1219, 95249
 1220, 95300
 1221, 95264
 1222, 95261
 1223, 95256
 1224, 95224
 1225, 95289
 1226, 95238
 1227, 95254
 1228, 95247
 1229, 95291
 1230, 95251
 1231, 95244
 1232, 95243
 1233, 95244
 1234, 95228
 1235, 95298
 1236, 95219
 1237, 95253
 1238, 95223
 1239, 95247
 1240, 95197
 1241, 95244
 1242, 95204
 1243, 95255
 1244, 95190
 1245, 95223
 1246, 95213
 1247, 95238
 1248, 95218
 1249, 95252
 1250, 95207
 1251, 95215
 1252, 95197
 1253, 95254
 1254, 95217
 1255, 95220
 1256, 95204
 1257, 95198
 1258, 95214
 1259, 95226
 1260, 91337
 1261, 76763
 1262, 76751
 1263, 76776
 1264, 76712
 1265, 76747
 1266, 76737
 1267, 76753
 1268, 76724
 1269, 76726
 1270, 76766
 1271, 76720
 1272, 76741
 1273, 76728
 1274, 76753
 1275, 76743
 1276, 76708
 1277, 76675
 1278, 76735
 1279, 76750
 1280, 76717
 1281, 76701
 1282, 76698
 1283, 76695
 1284, 76700
 1285, 76679
 1286, 76688
 1287, 76706
 1288, 76706
 1289, 76690
 1290, 76702
 1291, 76689
 1292, 76734
 1293, 76682
 1294, 76693
 1295, 76677
 1296, 76689
 1297, 76686
 1298, 76688
 1299, 76704
 1300, 76657
 1301, 76673
 1302, 76699
 1303, 76686
 1304, 76707
 1305, 76669
 1306, 76687
 1307, 76648
 1308, 76659
 1309, 76665
 1310, 76642
 1311, 76695
 1312, 76640
 1313, 76656
 1314, 76651
 1315, 76655
 1316, 76647
 1317, 76657
 1318, 76656
 1319, 76629
 1320, 76645
 1321, 76632
 1322, 76639
 1323, 76647
 1324, 76642
 1325, 76641
 1326, 76625
 1327, 76624
 1328, 76626
 1329, 76644
 1330, 76623
 1331, 76648
 1332, 76602
 1333, 76643
 1334, 76593
 1335, 76628
 1336, 76607
 1337, 76634
 1338, 76603
 1339, 76592
 1340, 76609
 1341, 76610
 1342, 76581
 1343, 76590
 1344, 76588
 1345, 76611
 1346, 76595
 1347, 76621
 1348, 76616
 1349, 76598
 1350, 76579
 1351, 76607
 1352, 76582
 1353, 76577
 1354, 76562
 1355, 76591
 1356, 76575
 1357, 76573
 1358, 76560
 1359, 76590
 1360, 76560
 1361, 76575
 1362, 76588
 1363, 76563
 1364, 76550
 1365, 76555
 1366, 76539
 1367, 76574
 1368, 76538
 1369, 76525
 1370, 76595
 1371, 76541
 1372, 76571
 1373, 76538
 1374, 76542
 1375, 76525
 1376, 76529
 1377, 76526
 1378, 76540
 1379, 76500
 1380, 76537
 1381, 76505
 1382, 76514
 1383, 76507
 1384, 76523
 1385, 76527
 1386, 76523
 1387, 76487
 1388, 76511
 1389, 76535
 1390, 76518
 1391, 76508
 1392, 76509
 1393, 76515
 1394, 76516
 1395, 76468
 1396, 76478
 1397, 76504
 1398, 76501
 1399, 76478
 1400, 76476
 1401, 76495
 1402, 76496
 1403, 76481
 1404, 76501
 1405, 76475
 1406, 76506
 1407, 76495
 1408, 76452
 1409, 76492
 1410, 76449
 1411, 76481
 1412, 76476
 1413, 76454
 1414, 76483
 1415, 76479
 1416, 76463
 1417, 76469
 1418, 76449
 1419, 76459
 1420, 76433
 1421, 76421
 1422, 76455
 1423, 76441
 1424, 76432
 1425, 76473
 1426, 76435
 1427, 89621
 1428, 91569
 1429, 91567
 1430, 91602
 1431, 91517
 1432, 91576
 1433, 91560
 1434, 91589
 1435, 91552
 1436, 91571
 1437, 91544
 1438, 91555
 1439, 91570
 1440, 91571
 1441, 91552
 1442, 91568
 1443, 91529
 1444, 91558
 1445, 91530
 1446, 91580
 1447, 91525
 1448, 91554
 1449, 91512
 1450, 91547
 1451, 91551
 1452, 91521
 1453, 91514
 1454, 91541
 1455, 91530
 1456, 91532
 1457, 91497
 1458, 91529
 1459, 91470
 1460, 91525
 1461, 91543
 1462, 91526
 1463, 91503
 1464, 91573
 1465, 91543
 1466, 91549
 1467, 91507
 1468, 91538
 1469, 91525
 1470, 91521
 1471, 91522
 1472, 91540
 1473, 91518
 1474, 91529
 1475, 91497
 1476, 91513
 1477, 91488
 1478, 91504
 1479, 91505
 1480, 91523
 1481, 91509
 1482, 91506
 1483, 91466
 1484, 91523
 1485, 91454
 1486, 91517
 1487, 91452
 1488, 91493
 1489, 91528
 1490, 91467
 1491, 91492
 1492, 91516
 1493, 91474
 1494, 91473
 1495, 91469
 1496, 91455
 1497, 91507
 1498, 91447
 1499, 91498
 1500, 91438
 1501, 91502
 1502, 91456
 1503, 91482
 1504, 91481
 1505, 91473
 1506, 91474
 1507, 91487
 1508, 91454
 1509, 91487
 1510, 91436
 1511, 91469
 1512, 91454
 1513, 91472
 1514, 91450
 1515, 91474
 1516, 91466
 1517, 91481
 1518, 91475
 1519, 91468
 1520, 91418
 1521, 91466
 1522, 91466
 1523, 91467
 1524, 91412
 1525, 91462
 1526, 91424
 1527, 91421
 1528, 91413
 1529, 91421
 1530, 91457
 1531, 91460
 1532, 91476
 1533, 91415
 1534, 91459
 1535, 91444
 1536, 91431
 1537, 91442
 1538, 91425
 1539, 91396
 1540, 91431
 1541, 91419
 1542, 91451
 1543, 91382
 1544, 91428
 1545, 91389
 1546, 91432
 1547, 91416
 1548, 91394
 1549, 91408
 1550, 91367
 1551, 91391
 1552, 91454
 1553, 91416
 1554, 91420
 1555, 91400
 1556, 91373
 1557, 91392
 1558, 91400
 1559, 91389
 1560, 91414
 1561, 91385
 1562, 91392
 1563, 91336
 1564, 91383
 1565, 91373
 1566, 91397
 1567, 91361
 1568, 91410
 1569, 91342
 1570, 91388
 1571, 91345
 1572, 91393
 1573, 91409
 1574, 91380
 1575, 91365
 1576, 91387
 1577, 91371
 1578, 91373
 1579, 91404
 1580, 91361
 1581, 91352
 1582, 91346
 1583, 91375
 1584, 91391
 1585, 91361
 1586, 91330
 1587, 91377
 1588, 91381
 1589, 91353
 1590, 91355
 1591, 91358
 1592, 91329
 1593, 91335
 1594, 91372
 1595, 91363
 1596, 91322
 1597, 91343
 1598, 91335
 1599, 91343
 1600, 91300
 1601, 91347
 1602, 91325
 1603, 91339
 1604, 91307
 1605, 91341
 1606, 91316
 1607, 91356
 1608, 91334
 1609, 91341
 1610, 91295
 1611, 91345
 1612, 91311
 1613, 91344
 1614, 91345
 1615, 91272
 1616, 91307
 1617, 91313
 1618, 91270
 1619, 91347
 1620, 91302
 1621, 91352
 1622, 91281
 1623, 91327
 1624, 91302
 1625, 91323
 1626, 91293
 1627, 91322
 1628, 91283
 1629, 91310
 1630, 91279
 1631, 91281
 1632, 91271
 1633, 91312
 1634, 91314
 1635, 91337
 1636, 91272
 1637, 91324
 1638, 91291
 1639, 91300
 1640, 91254
 1641, 91286
 1642, 91228
 1643, 91297
 1644, 91256
 1645, 91258
 1646, 91278
 1647, 91280
 1648, 91279
 1649, 91286
 1650, 91240
 1651, 91261
 1652, 91278
 1653, 91293
 1654, 91274
 1655, 91274
 1656, 91245
 1657, 91272
 1658, 91211
 1659, 91251
 1660, 91235
 1661, 91251
 1662, 91255
 1663, 91265
 1664, 91244
 1665, 91233
 1666, 91239
 1667, 91234
 1668, 91257
 1669, 91244
 1670, 91259
 1671, 91239
 1672, 91211
 1673, 91221
 1674, 91234
 1675, 91215
 1676, 91233
 1677, 91207
 1678, 91258
 1679, 91222
 1680, 91197
 1681, 91201
 1682, 91201
 1683, 91225
 1684, 91228
 1685, 91219
 1686, 91245
 1687, 91205
 1688, 91235
 1689, 91221
 1690, 91229
 1691, 91196
 1692, 91243
 1693, 91197
 1694, 91249
 1695, 91224
 1696, 91235
 1697, 91205
 1698, 91224
 1699, 91187
 1700, 91206
 1701, 91206
 1702, 91175
 1703, 91171
 1704, 91235
 1705, 91177
 1706, 91168
 1707, 91188
 1708, 91165
 1709, 91188
 1710, 91207
 1711, 91226
 1712, 91207
 1713, 91181
 1714, 91127
 1715, 91192
 1716, 91168
 1717, 91199
 1718, 91154
 1719, 91177
 1720, 91156
 1721, 91175
 1722, 91126
 1723, 91167
 1724, 91155
 1725, 91149
 1726, 91119
 1727, 91202
 1728, 91142
 1729, 91133
 1730, 91152
 1731, 91193
 1732, 91178
 1733, 91152
 1734, 91137
 1735, 91180
 1736, 91134
 1737, 91169
 1738, 91132
 1739, 91173
 1740, 91140
 1741, 91144
 1742, 91162
 1743, 91139
 1744, 91168
 1745, 91176
 1746, 91135
 1747, 91142
 1748, 91125
 1749, 91147
 1750, 91125
 1751, 91144
 1752, 91147
 1753, 91113
 1754, 91162
 1755, 91112
 1756, 91125
 1757, 91143
 1758, 91100
 1759, 91100
 1760, 91129
 1761, 91107
 1762, 91113
 1763, 91090
 1764, 91141
 1765, 91110
 1766, 91120
 1767, 91118
 1768, 91144
 1769, 91083
 1770, 91117
 1771, 91114
 1772, 91126
 1773, 91105
 1774, 91102
 1775, 76747
 1776, 61945
 1777, 61943
 1778, 61919
 1779, 61926
 1780, 61930
 1781, 61916
 1782, 61927
 1783, 61933
 1784, 61879
 1785, 61912
 1786, 61919
 1787, 61916
 1788, 61919
 1789, 61904
 1790, 61981
 1791, 61879
 1792, 61886
 1793, 61897
 1794, 61891
 1795, 61881
 1796, 61881
 1797, 61858
 1798, 61877
 1799, 61864
 1800, 61865
 1801, 61866
 1802, 61867
 1803, 61900
 1804, 61877
 1805, 61861
 1806, 61897
 1807, 61887
 1808, 61825
 1809, 61822
 1810, 61881
 1811, 61848
 1812, 61838
 1813, 61847
 1814, 61833
 1815, 61883
 1816, 61822
 1817, 61842
 1818, 61828
 1819, 61841
 1820, 61827
 1821, 61822
 1822, 61786
 1823, 61832
 1824, 61816
 1825, 61846
 1826, 61830
 1827, 61836
 1828, 61798
 1829, 61823
 1830, 61841
 1831, 61838
 1832, 61850
 1833, 61837
 1834, 61817
 1835, 61819
 1836, 61816
 1837, 61810
 1838, 61795
 1839, 61810
 1840, 61822
 1841, 61796
 1842, 61808
 1843, 61809
 1844, 61809
 1845, 61734
 1846, 61812
 1847, 61808
 1848, 61766
 1849, 61820
 1850, 61769
 1851, 61774
 1852, 61764
 1853, 61807
 1854, 61787
 1855, 61780
 1856, 61762
 1857, 61802
 1858, 61790
 1859, 61759
 1860, 61737
 1861, 61781
 1862, 61734
 1863, 61800
 1864, 61738
 1865, 61752
 1866, 61811
 1867, 61752
 1868, 61767
 1869, 61796
